Adult cerebrospinal fluid inhibits neurogenesis but facilitates gliogenesis from fetal rat neural stem cells.,"neurogenesis,cerebrospinal fluid,rat,fetal,neural stem cells,cells,gliogenesis,NSCs,CSF,differentiation,inhibitor,human leptomeningeal CSF,NSCs,differentiation,fetal,neurite,BMP,NSCs,cell,rat,CSF,CSF,neurogenesis,cell survival,human,rat,transplanted,fast,differentiation,NSCs,differentiation,mRNA,stem cell,bone,stem cell maintenance,neurite,media,leptomeningeal,media,CSF,brain,mRNA,leptomeningeal,Neural stem cells,human,CSF,protein,neurons,cell survival,CSF,brain,astroglia,migration,cell,NSCs,gliogenesis,CSF,differentiation,NSCs,cell survival,differentiation,cell,fetal,cells,cerebrospinal fluid,bone morphogenic protein,NSCs in CSF,CSF,CSF,cell processes,neurite outgrowth,media,Nestin,CSF,migration,fetal,cell,CSF,proliferation,transplants,NSCs,NSCs",19530161
Binge-like postnatal alcohol exposure triggers cortical gliogenesis in adolescent rats.,"gliogenesis,rats,Binge,cortical,rats,neocortex,motor cortex,bromodeoxyuridine,rats,cortical,BrdU,motor cortex,BrdU,cells,cells,BrdU,cells,neocortex,proliferation,cells,NG2,rat,proliferation,granule,hippocampal,cells,chondroitin sulfate,dentate gyrus,differentiation,cells,gliogenesis,binge,NG2,glia,cell proliferation,binge,cells,cell,motor cortex,proteoglycan,glial cells,cells,expressed",19296475
Developmental and post-injury cortical gliogenesis: a genetic fate-mapping study with Nestin-CreER mice.,"mice,gliogenesis,Nestin,cortical,oligodendrocyte,astrocytes,tamoxifen,brains,development,nervous system,transformation,oligodendrocytes,glioblast,E16-E18,gliosis,cortical,metamorphosis,BrdU,proliferative,astrocytes,astrocytes,cortical,brain,oligodendrocytes,brain,proliferation,glial,cells,astrocytes,brain,Nestin,mice,mice,cortical,brain,embryogenesis,cortical,expression,tamoxifen,glial cells,cell,astrocytes,nervous,oligodendrocytes,mice,label,gliogenesis,gliosis,Nestin,birth",19115384
Regulation of neurogenesis and gliogenesis by stress and antidepressant treatment.,"Regulation of neurogenesis,gliogenesis,antidepressant,proliferation,cell,antidepressant,cellular,mood disorders,cellular,antidepressant,gliogenesis,gliogenesis,brain regions,prefrontal cortex,neuroplasticity,neurogenesis,depression,brain regions,mood disorders,hippocampus,cell proliferation,development,neurogenesis,antidepressant",18045159
Fluoxetine promotes gliogenesis during neural differentiation in mouse embryonic stem cells.,"mouse,embryonic stem cells,Fluoxetine,gliogenesis,differentiation,cells,cell,differentiation,gene expression,fetal,cell,cells,fluoxetine,differentiation,fetal,fluoxetine,cells,ectodermal,fluoxetine,cell differentiation,glial cell,fluoxetine,glial,fluoxetine,cells,expression,fluoxetine,differentiation,depression,cells,serotonin,glial cells,stem,mood disorders,fetal,mouse,fluctuations,glial,ES cell,adverse effects,Fluoxetine,inhibitors,fluoxetine,embryonic,lactation,cardiomyocytes,expression,cell differentiation,tricyclic antidepressants,neural development,ES cell,cells,cells,cells,fluoxetine,neural development,luciferase,development,embryonic,SSRI,reuptake,cells,stromal cell",20857517
"Gliogenesis: historical perspectives, 1839-1985.","Gliogenesis,nerve cells,ground substance,cells,cells,nervous,tissues,ground substance,nervous tissue,glial cells,Schwann cells,cells,cells,astroglia,cellular,ependymal cells,glial cell,CNS,cells,cell,Schwann cells,microglia,blood vessels,cellular structure,glia,binding,connective tissue,development,gliogenesis,cells,glia,organs,nervous,development,oligodendroglia,ependymal cells,PNS,pupil,regulation,microglia,era,cells,nervous tissue,peripheral nervous system,cells,glia,nerve cells,glial cells,cells,oligodendroglia,glia,development,cells,cells,nervous,impregnation,astroglia,CNS,glia,cell",19230601
Wnt signaling regulates the sequential onset of neurogenesis and gliogenesis via induction of BMPs.,"gliogenesis,neurogenesis,Wnt signaling,signaling,bone morphogenetic proteins,beta-catenin,BMP2, 4 and 7,signaling,signaling,proteins,differentiation,retrovirus,neurons,cells,neurogenesis,bone,BMP,gliogenesis,cells,astrocytes,neurogenesis,antagonist,retrovirus,cells,BMP,differentiation,gliogenesis,glial cells,differentiation,central nervous system,neurogenesis,cells,BMPs,Wnt signaling,nervous,gliogenesis,expression,Noggin,cells,differentiated,cells,Wnt signaling,cells,neurons,differentiation,signaling,BMPs",16098141
Combinatorial actions of patterning and HLH transcription factors in the spatiotemporal control of neurogenesis and gliogenesis in the developing spinal cord.,"gliogenesis,transcription,HLH,neurogenesis,spinal cord,cord,oligodendrocytes,glia,cell,neural cell,HLH factors,expression,development,Mash1,Ngn1,neurons,neural cell,gliogenesis,spinal cord,cell,differentiation,cord,neurons,Ascl1,Ngn3,Olig2,gliogenesis,neurogenesis,spinal cord,Neurog1,transcription,transcription,Neurog2,Pax6,differentiation,Hes1,Id1,expression,neurogenesis,Ngn2,HLH,Nkx2-2,Neurog3,HLH,development,helix-loop-helix,cord,mice,astrocytes,Nkx2.2",17344230
The marginal zone/layer I as a novel niche for neurogenesis and gliogenesis in developing cerebral cortex.,"gliogenesis,cerebral cortex,neurogenesis,layer,marginal zone,cerebral cortex,marginal zone,cells,Eye,marginal zone,cellular,marginal zone,marginal zone,mouse cerebral cortex,mice,oligodendrocyte,clonal,ventricular,neurogenesis,mutant,membrane,ventricular,astrocyte,cerebral cortex,embryonic,marginal zone,telencephalon,basement membrane,marginal zone,mice,gliogenesis,Pax6 Small Eye mutant,neurogenesis,embryonic,mouse,glial,cellular,ventricular,marginal zone,marginal zone,cerebral cortex,laminin gamma1,clonal",17942732
Spatially distinct functions of PAX6 and NKX2.2 during gliogenesis in the ventral spinal cord.,"spinal cord,gliogenesis,PAX6,cord,NKX2.2,Slit1,Sulf1,expression,Sulf1,cell,Pax6,development,PAX6,Sulfatase 1,expression,PAX6,Astrocyte,spinal cord,Slit1,glial cell,Slit1,glial,NKX2.2,PAX6,pMN,expression,expression,expression,Sulf1,Sulfatase,NKX2.2,cord,mutant,embryos,pMN progenitor domain,Sonic Hedgehog,NKX2.9,NKX2.2,Pax6-mutant embryos,NKX2.2,PAX6,neuron,NKX2.2",19258013
Einstein's brain: gliogenesis in autism?,"brain,gliogenesis,autism,glia,autism disorder,cells,neuron,glial cells,brain,cortical",19251376
Oligodendrocyte development in the embryonic tuberal hypothalamus and the influence of Ascl1.,"embryonic,Ascl1,Oligodendrocyte,Oligodendrocyte development,hypothalamus,glial,differentiation,neurogenesis,mice,embryonic,oligodendrocytes,Central Nervous System,development,gliogenesis,hypothalamus,gliogenesis,CNS,oligodendrocytes,cells,glia,transition,pro,pro,hypothalamus,brains,oligodendrocyte,oligodendrocytes,glial,embryonic,Nervous,cells",27863528
Brg1 is required for murine neural stem cell maintenance and gliogenesis.,"murine,neural stem cell,Brg1,stem cell maintenance,gliogenesis,proteins,differentiation,cell,NSCs,mice,ventricular,growth,Pax6,brahma-related gene 1,gliogenesis,gliogenesis,Sox1,astrocyte,mutant,Brg1,oligodendrocyte,differentiation,glial cell differentiation,brg1 mutant,Musashi-1,astrocyte,NSCs,gene expression,NSCs,neurons,transition,oligodendrocyte differentiation,neural stem cells,glial cell,stem cells,astrocyte differentiation,cells,Brg1,ATP-dependent chromatin remodeling,Brg1,ventricular,mice,brg1,brg1 mutant,cells,Brg1,cells,chromatin,ATP,mutant,NSCs,neurogenesis,differentiation",16330018
Corticosterone-induced inhibition of gliogenesis in rat hippocampus is counteracted by electroconvulsive seizures.,"seizures,hippocampus,rat,Corticosterone,inhibition of gliogenesis,pathology,depression,nervous,central nervous system,antidepressant,glucocorticoid,glucocorticoid,glial,seizure,proliferation,CNS,depressive disorder,glial cell proliferation,gliogenesis,rat,glial cell,rats,Glucocorticoids,proliferation,CNS,cells,glial cells",16431219
Evidence that embryonic neurons regulate the onset of cortical gliogenesis via cardiotrophin-1.,"neurons,cortical,embryonic,gliogenesis,cardiotrophin-1,neurons,astrocytes,cortical,embryonic,astrocytes,cortical,cortex,cortical,gliogenesis,gp130,cortex,cortical,JAK,gliogenesis,astrocytes,astrocytes,secrete,embryonic,neurogenesis,pathway,utero,glial cells,differentiation,neurons,cells,cortical,cardiotrophin-1,STAT,transition,gp130,neurons,cardiotrophin-1,cells",16242406
"Multiple Notch signaling events control Drosophila CNS midline neurogenesis, gliogenesis and neuronal identity.","signaling,midline,gliogenesis,CNS,Notch,neurogenesis,signaling,cells,neuroblast,movements,cell,Notch pathway mutant,cell,gene expression,midline,signaling,cell fate,cell signaling,cells,CNS,signaling,transcriptional control,signaling,differentiation,Notch,cell,cell,Notch,neurons,cell,Notch,Midline,glia,neurons,glia,formation,Notch,Notch,Notch,CNS development,gene expression,neuroblast,cells,midline,signaling,Notch,midline,cell,expressed,embryos,Notch,formation,mutant,differentiated,nerve,signaling,Notch,neuroblasts,pathway,signaling,cells,cord,neurons,signaling,glial,midline,cell development,neurogenesis,midline,signaling,Notch,CNS,brain,neuroblasts,neurogenesis,MP1",18701546
Balance between neurogenesis and gliogenesis in the adult hippocampus: role for reelin.,"Balance,reelin,hippocampus,neurogenesis,gliogenesis,BrdU,astrocytes,neurons,dentate gyrus,cell migration,cells,granule cell,migration,neurons,gliogenesis,neurogenesis,cells,mutant,cells,BrdU,NeuN,balance,cortical,cells,dentate gyrus,glial,bromodeoxyuridine,malformation,reelin,mutant,cells,astrocytes,glial,glial cells,extracellular matrix,granule,BrdU,mice,neurogenesis,astrocytes,neurogenesis,glial fibrillary acidic protein,BrdU,protein,GFAP,GFAP,glial cells,granular layer,cells,protein,dentate gyrus,extracellular matrix protein reelin,neurons",17148951
In vivo analysis of Ascl1 defined progenitors reveals distinct developmental dynamics during adult neurogenesis and gliogenesis.,"Ascl1,neurogenesis,gliogenesis,Olig2,oligodendrocyte,Ascl1,layer,gray matter,progenitor cells,cells,differentiation,maturation,Cre recombinase,hippocampus,brain,interneurons,expression,neurons,oligodendrocyte,glia,neurons,oligodendrocyte,stem cells,Ascl1,cells,oligodendrocyte,Ascl1 defined progenitors,Ascl1,olfactory bulb,granule,Ascl1,neurons,subcortical,oligodendrocytes,cells,Ascl1,granule,Ascl1,corpus callosum,cells,oligodendrocyte,brain,olfactory,cells,PDGFRalpha,Ascl1,cells,oligodendrocytes,white matter,Ascl1,brain regions,transcription,neurons,brain,cells",18032648
Gliogenesis and glial pathology in depression.,"Gliogenesis,pathology,glial,depression,prefrontal cortex,gene expression,neurophysiology,pathology,glial,neurons,cell,glial,oligodendrocytes,glial,glia,neurotransmission,astrocytic,oligodendrocytes,depression,glutamate,glial,glutamate,deficit,cell,tracts,GFAP,mood disorders,amygdala,depression,glial cells,protein,neurotransmitters,neurons,astrocytes,cells,glucocorticoids,brain,neurons,extracellular,GABA,neuropathology,glia,depression,glia,brain metabolism,glial,brain regions,glial cell,prefrontal cortex,white matter,mood disorders,bipolar illness,cells,depression,astrocytes,protein,GFAP,major depression,glial fibrillary acidic protein,metabolism",17511618
"Dmrt5, a Novel Neurogenic Factor, Reciprocally Regulates Lhx2 to Control the Neuron-Glia Cell-Fate Switch in the Developing Hippocampus.","Dmrt5,Hippocampus,Neuron,Lhx2,Cell,Glia,Lhx2,CNS,Lhx2,gliogenesis,overexpression,Pax6,Lhx2,gliogenesis,Pax6,Dmrt5,Dmrt5,glia,neurogenesis,development,neurons,gliogenesis,Regulation,hippocampus,Pax6</i,Dmrt5,gliogenesis,Dmrt5,glia,binds,Lhx2,Pax6,Lhx2,Dmrt5,Neurog2,Dmrt5,Lhx2,Lhx2,hippocampal,expression,gliogenesis,hippocampus,gliogenesis,overexpression,primordium,cell,neurogenesis,neuron,neuron,Dmrt5,Dmrt5,Lhx2,overexpression,glia,transcription,Lhx2,hippocampus,cell,Dmrta2,Neurog2,Lhx2,hippocampus,Lhx2,cell,CNS,neurogenesis,hippocampus,overexpression,CNS development,astroglia,Lhx2,mouse,neuron",29025924
Postnatal neurogenesis and gliogenesis in the olfactory bulb from NG2-expressing progenitors of the subventricular zone.,"NG2,neurogenesis,gliogenesis,olfactory bulb,olfactory,neuroblast,OB,oligodendrocytes,OB,1,1'-dioctadecyl-3,3,3',3'-tetramethylindocarbocyanine perchlorate,mice,OB,glia,olfactory,expressed,CNP,hippocampus,differentiated,DiI,cells,NG2+,mouse,Nkx2.2+,phosphodiesterase,cortical,striatum,Nkx2.2+,protein,Er81+,cells,cells,interneuron,oligodendrocytes,differentiated,NG2+,CNP,interneurons,progenitor cells,NG2+,cerebellar,OB,astrocytes,NG2+,cells,olfactory bulb,sorting,caudal,graft,transplanted,NG2+,LV,oligodendrocytes,LV,cell,OB,2',3'-cyclic nucleotide,protein,mouse,subcortical,glia,migration,neurons,cells,OB,gliogenesis,cells,cells,NG2+/beta,OB,neurogenesis,cells,lateral ventricle,DC,green fluorescent protein,white matter,interneurons,OB,Er81+,doublecortin,striatum,oligodendrocyte",15548668
Differential regulation of gliogenesis in the context of adult hippocampal neurogenesis in mice.,"mice,neurogenesis,regulation of gliogenesis,hippocampal,expression,cells,neurogenesis,glial fibrillary acidic protein,neurogenesis,astrocytes,GFAP,GFAP,dentate gyrus,GFAP,microglia,hippocampal,GFAP,cells,progenitor cells,sense,cells,hippocampal,neurons,neurogenesis,glial,GFAP,GFAP,cells,cells,GFAP-positive S-100beta,neurogenesis,glial,astrocytic,GFAP,GFAP,development,astrocytes,oligodendrocytes,cell,progenitor cells,GFAP,astrocytes,astrocytic,hippocampus,protein,hippocampal,progenitor cells,cells,astrocyte,glial,gliogenesis,S-phase,cells,cells,neurogenesis,hippocampal,cells,glial",14999812
Differential neurogenesis and gliogenesis by local and migrating neural stem cells in the olfactory bulb.,"olfactory bulb,neurogenesis,cells,gliogenesis,neural stem cells,olfactory,OB,cells,cells,BrdU,GCL,BrdU,gliogenesis,GCL,OB,BrdU,BrdU,GCL,OB,cells,GCL,neural stem cells,cells,OB,migration,cells,neurogenesis,rats,neural stem cells,cells,cell,olfactory,neurogenesis,OB-GCL,glial,bulbar,OB,BrdU(+) NeuN,BrdU,antibodies,olfactory bulb,neural stem cells,forebrain,neural stem cells,OB,protein,OB,cells,cells,cells,glial fibrillary acidic protein,OB,olfactory,nuclei,glial,cells,OB,OB,5-bromodeoxyuridine,glial,OB,gliogenesis,OB,BrdU,BrdU,BrdU(+) NeuN,neuronal,neuronal,olfactory,layers,glomerular,granule cell,NeuN",12445634
Increase in proliferation and gliogenesis but decrease of early neurogenesis in the rat forebrain shortly after transient global ischemia.,"ischemia,forebrain,rat,neurogenesis,gliogenesis,proliferation,occlusion,neurogenesis,proliferation,nestin,forebrain,ischemia,ischemia,lateral ventricle,nestin,cell death,2-deoxyuridine,cells,ischemia,cells,striatum,nestin,nestin,dentate gyrus,microglia,glial fibrillary acidic protein,macrophages,hippocampus,forebrain,cornu ammonis,ischemia,cells,microglia,cornu ammonis,ventricle wall,astrocytes,rats,Ischemia,2-deoxyuridine,2-deoxyuridine,cell,ischemia,ischemia,bromo,glial fibrillary acidic protein,vessel,cell,protein,neurons,cell,bromo,cells,proliferation,bromo,dentate gyrus,macrophages,glial,doublecortin,glial,dentate gyrus,expression,proliferation,neurogenesis,protein,cell death,glial,dentate gyrus",16216427
Adult neurogenesis and gliogenesis in the rat olfactory nervous system.,"neurogenesis,gliogenesis,nervous system,nervous,olfactory,rat,nothingggggggg",15738065
Mapping spatio-temporal activation of Notch signaling during neurogenesis and gliogenesis in the developing mouse brain.,"gliogenesis,mouse brain,Notch,mouse,neurogenesis,signaling,cells,forebrain,Notch1,embryonic,cleaved,mouse,CNS development,Notch1,Notch1,intracellular,Notch,Notch1,mouse brain,neurons,Notch1,stem cell,cell,glial,ventricular,Notch1,Notch1,Notch1,signaling pathway,nuclei,cells,antibody,cells,CNS,proteins,antibody,antibody,CNS development,glial cells,signaling,astrocytic,CNS",15198674
Programmed cell death and context dependent activation of the EGF pathway regulate gliogenesis in the Drosophila olfactory system.,"olfactory,olfactory system,Programmed cell death,gliogenesis,EGF,pathway,p35,Baculovirus,extracellular-signal regulated kinase,protein,Epidermal Growth Factor,EGF,glial cells,cells,transcription,ectopic expression,signaling,basic helix-loop-helix transcription factor,extracellular,protein,apoptosis,pathway signaling,Epidermal,death,cell,signaling,EGF,glial,glia,development,Growth,inhibitor,programmed cell death",14706701
Neurogenin3 participates in gliogenesis in the developing vertebrate spinal cord.,"spinal cord,gliogenesis,cord,Neurogenin3,protein,gliogenesis,cells,Nkx2.2,protein,proteolipid protein,expressed,expression,Ngn3,astrocyte development,reverse transcription,Ngn3,expression,PLP,oligodendrocyte,Ngn3 null,astrocytes,glial,mice,cells,protein,oligodendrocytes,Overexpression,Ngn3,myelin basic protein,astrocytes,glial,GFAP,basic helix-loop-helix (bHLH) transcription factors,oligodendrocytes,Neurogenin3,glial,astrocyte,expressed,PLP promoter,expression,myelin,differentiation,Mice,transcription,astrocyte,transcription,MBP,oligodendrocyte,Ngn3,glial cells,glial fibrillary acidic protein,transcription",12490199
Gliogenesis in the central nervous system.,"Gliogenesis,nervous,central nervous system,cells,glia,neurons,optic nerve,multipotent stem cells,cells,gliogenesis,neural stem cell,glial,glial,differentiation,gliogenesis,spinal cord,fetal,nervous,embryonic,cells,APC,human,CNS,differentiated,stem,gliogenesis,oligodendrocyte,astrocyte,cells,cell,astrocyte,glial,cells,glial restricted precursors,glial,cells,GRP,cells,cells,cells,cord,astrocyte precursor cells,cell,central nervous system,stem cells,stem cells",10719353
Gliogenesis in Drosophila: genome-wide analysis of downstream genes of glial cells missing in the embryonic nervous system.,"Gliogenesis,cells,glial cells,embryonic nervous system,cells,expressed,neurons,development,glial,cell,embryos,transcription,cells,glial cell development,neuron,development,cell,cell cycle,transcription,tissue,glial,gliogenesis,glial,differentiated,glial,oligonucleotide,transcription,neuroectoderm,embryogenesis,glial cell,glial cell,activating glial genes,glial cells,expression,CNS development,genetic control,cell fate,glial,glial,glial,cells,glia,glial cells,cell,embryos,glial cells,chromatin remodeling,chromatin,gcm mutants,cells,differentiation,CNS,differentiated,neurons,gene expression,differential gene expression",12091301
Making and repairing the mammalian brain--signaling toward neurogenesis and gliogenesis.,"repairing,signaling,brain,gliogenesis,neurogenesis,differentiation,glia,Neural stem cells,NSCs,NSCs,neurons,development,repair,cell,nervous system,cells,nervous",12948350
Wnt-1 promotes neuronal differentiation and inhibits gliogenesis in P19 cells.,"P19,P19 cells,differentiation,cells,gliogenesis,cells,cells,differentiation,differentiation,MAP2,neurofilament,P19,glial,expressed,overexpression,microtubule-associated protein 2,basic helix-loop-helix (bHLH) genes,P19,cells,Ngn-1,protein,protein,neural bHLH genes,retinoic acid,carcinoma,GFAP,differentiation,microtubule,P19,cells,NF,P19 cells,cells,gliogenesis,glial fibrillary acidic protein,neuron,embryonic,neural tissues,glial cell,P19 cells,cell,morphogenesis,P19 cells",12054580
The basic helix-loop-helix gene hesr2 promotes gliogenesis in mouse retina.,"mouse retina,basic helix-loop-helix gene hesr2,mouse,gliogenesis,rods,hesr1,neural development,retinal,Mash1,Mash1,neural development,Hes genes,hesr2,hesr2,retrovirus,neurons,expression,cells,regulation,glia,retina,mouse,hesr2,cell,rod,death,cell proliferation,embryos,Hes,glial,glia,retinal,expression,retina,gliogenesis,gliogenesis,hesr2,hybridization,proliferation,retina,hesr2,glial,cells,hesr2,retinal development,expressed,hesr2,cell fate specification",11160397
Amyloid-associated neuron loss and gliogenesis in the neocortex of amyloid precursor protein transgenic mice.,"transgenic mice,neocortex,Amyloid,neuron,gliogenesis,amyloid,protein,amyloid precursor protein,cells,mice,mutant,microglial,necrotic,amyloid,transgenic mice,mice,amyloid,amyloid plaques,amyloidogenesis,transgenic mice,hippocampus,neurons,neuron,neuron,mice,hippocampal CA1 region,neocortex,neurons,neocortex,neuron,mice,neocortex,neuron,mice,human,mice,mouse,neurogenesis,neuron death,cells,neocortex,cerebral,mice,neuron,gliogenesis,protein,mice,amyloidosis,mice,mice,mice,neocortex,targeted,Alzheimer's disease,cerebral,neurogenesis,neurons,cellular,neocortex,mice,neuron,cells,amyloid plaques,neurons,mutant human amyloid precursor protein",11784797
"Opioid system diversity in developing neurons, astroglia, and oligodendroglia in the subventricular zone and striatum: impact on gliogenesis in vivo.","astroglia,striatum,neurons,gliogenesis,oligodendroglia,BrdU,5-bromo-2'-deoxyuridine,glial,morphine,striatum,BrdU,neurons,S100beta,cells,BrdU,DNA synthesis,cell type,morphine,S100beta,cells,S100beta,glia,opioid receptor,astroglia,glia,cells,morphine,S100beta,neurons,DNA synthesis,morphine,agonist,naltrexone,maturation,BrdU,Morphine,mice,nervous system,naltrexone,gliogenesis,cells,naltrexone,cells,nervous,mice,glia,BrdU,development,kappa-receptor,striatum,oligodendrocytes,morphine,astrocytes,mice,receptor expression,glial,morphine,immunoreactivity",11571786
Neurogenesis and gliogenesis in the spinal cord of turtles.,"cord,Neurogenesis,gliogenesis,spinal cord,neuron-specific nuclear protein,fixed,gray matter,NeuN,BrdU,cells,cells,cells,WM,BrdU,spinal cord,GM,GABA,GM,BrdU,evolution,glial,BrdU,cells,nuclei,BrdU,synapses,GM,ependymal,BrdU,cells,cord,protein,glial cells,cells,cytoplasmic,protein,expressed,NeuN,neuron,white matter,pulse,WM,cells,BrdU,nuclei,GABA,BrdU,expressed,epithelium,BrdU,5-bromo-3'-deoxyuridine,GM,nerve cells,BrdU,cell,gamma-aminobutyric acid",12373779
Gliogenesis in the striatum of the adult rat: alteration in neural progenitor population after psychostimulant exposure.,"Gliogenesis,striatum,rat,gliogenesis,caudate putamen,dentate gyrus,differentiated,AMPH,abuse,cells,astroglia,BrdU,rats,cells,BrdU,differentiation,rats,brain,nucleus,proliferation,expression,S100beta,antigen,hippocampal,cells,astrocytes,neuronal nuclear antigen,BrdU,striatum,NeuN,DNA synthesis,bromodeoxyuridine,striatum,progenitor cells,BrdU,BrdU,AMPH,brain,thymidine,rat,glia,striatum,cells,cells,BrdU,rat,differentiated,striatum,cells,rat,AMPH,nucleus accumbens,amphetamine,rat brain",11557092
An instructive function for Notch in promoting gliogenesis in the zebrafish retina.,"Notch,gliogenesis,retina,zebrafish,gliogenesis,neural development,retina,glial,cell,retina,Expression,glial,cells,apoptosis,expressed,zebrafish,ganglion cells,Notch receptor variant,zebrafish,cells,Cells,marginal zone,cell type,ganglion,cell,Gal4-UAS,retina,apoptosis,glial,cells,cells,differentiation,Notch,cells,cell,differentiation,cells",11245575
Molecular mechanisms controlling cortical gliogenesis.,"cortical,gliogenesis,expression,formation,nervous,cortical,central nervous system,formation,transcription,basic helix-loop-helix transcription factor,glia,neural tube,Ngn2,astrocyte,signaling,growth,cell,oligodendrocytes,proteins,astrocytes,transcription,motor neurons,transcription,sequestering,pathways,progenitor cell,helix-loop-helix transcription factor Ngn1,growth factor,neurons,transcription,Olig2,transcription",12049929
Neuronal differentiation: proneural genes inhibit gliogenesis.,"differentiation,gliogenesis,glial,expression,gliogenesis,differentiation,transcription,gene expression",11369245
Mechanisms regulating lineage diversity during mammalian cerebral cortical neurogenesis and gliogenesis.,"gliogenesis,neurogenesis,cortical,cerebral,astrocytes,stem cell,cell,BMPs,expression,cells,signaling,neural stem cells,transcriptional,NSCs,intracellular,development,cellular,Notch,cell,transcription,CNS,cell,cellular,bFGF,nervous,sonic hedgehog,pathways,development,cortical,oligodendrocytes,cerebral,cortical,central nervous system,transduction,cell interactions,BMP ligands, receptor subunits,differentiation,glia,transcriptional,Hes,cellular,combat,neurons,cerebral,bone,cell,inhibitor,cell,Notch-Hes,central nervous system,bone morphogenetic proteins,basic fibroblast growth factor,transforming growth factor beta cytokine superfamily,transforming growth factor beta,BMP,proteins,genetic disorders,nervous,fibroblast growth factor,BMPs,Shh",12357985
eyeless/Pax6 controls the production of glial cells in the visual center of Drosophila melanogaster.,"glial cells,Drosophila melanogaster,cells,Pax6,development,cells,expression,NBs,nervous,neuron,expressed,glial cells,NBs,expression,central nervous system,cells,NBs,transcription,glia,neurogenesis,NBs,proliferation,maturation,gliogenesis,glial,expression,neuroblasts,astrocyte,expressed,glial cells,NBs,gliogenesis,cells,glial cells,cells,cells,Pax6,glial cells,expressed,neurons,neurons,Pax6,glia,NBs,differentiation,overexpression,development,Pax6,brain,transcription,Pax6,astrocyte,glial cells,NBs,gliogenesis,NBs,NBs,expression,regulation,progenitor cells,cells",26670857
Transient Notch activation initiates an irreversible switch from neurogenesis to gliogenesis by neural crest stem cells.,"neural crest,gliogenesis,Notch,neurogenesis,stem cells,cells,crest,neuroblasts,neuroblasts,neurons,BMP2,glial,cells,Notch,stem cells,expressed,neurogenesis,gliogenesis,cells,glia,crest,stem cells,ganglia,differentiation,Notch,cell,Notch,Notch ligands,cells,BMP2,expressed,neural crest,Notch,stem cells",10850492
Selective introduction of antisense oligonucleotides into single adult CNS progenitor cells using electroporation demonstrates the requirement of STAT3 activation for CNTF-induced gliogenesis.,"CNS,progenitor cells,gliogenesis,STAT3,oligonucleotides,CNTF,cells,mitogen,MAPK,CNTF,STAT3,ciliary neurotrophic factor,glial,inhibition,cellular,progenitor cells,oligonucleotides,cells,GFAP,transcription,progenitor cells,protein,glial,cells,protein,signal transducer and activator of transcription 3,signaling pathway,differentiation,expression,STAT3,cell fate,CNTF,cell,signaling pathway,glial fibrillary acidic protein,mitogen-activated protein kinase,cells",11273640
"GABA, GAD, and GABA(A) receptor alpha4, beta1, and gamma1 subunits are expressed in the late embryonic and early postnatal neocortical germinal matrix and coincide with gliogenesis.","gliogenesis,GABA(A) receptor alpha4,GAD,GABA,GABA,embryonic,expressed,cell proliferation,BrdU,GABA,embryonic,5-bromo-2'-deoxyuridine,BrdU,GABA,GAD mRNAs,neurogenesis,ventricular,GABA,ventricular,embryos,BrdU,margin,GAD67 mRNAs,GABA,expression,ventricular,embryos,GABA-synthesizing enzymes,immunoreactivity,proliferation,glial cell,cell,hybridization,neocortex,neurotransmitter,GABA(A) receptor beta1,cells,Tissue,ventricular,proliferation,gliogenesis,GAD,GABA,differentiation,gamma-amino butyric acid,rats,expressed,GAD mRNAs,glutamate,gliogenesis,rats,GAD,GABA,cells,gliogenesis,GABA,central nervous system development,embryonic,GAD65,cortical,ventricular,glial cell proliferation,GABA,GAD,GABA,glutamate decarboxylase,cells,fast,GABA,GAD mRNAs and alpha4, beta1,neurogenesis,GABA(A) receptor,central nervous system,expression",9527049
Gliogenesis depends on glide/gcm through asymmetric division of neuroglioblasts.,"Gliogenesis,glial cells,neuroblast,glial cell,cellular,cell,cells,glia,differentiation,cells,gliogenesis,neuroblast,glial cells,glioblast,neuroblasts,cell fate,cells,cell,glial cell,glial cells,ectoderm,delamination,glioblast,cells,embryos,neurons,cell,cell,neurogenesis,cells,cell,cells,cell,stem cells,asymmetric cell division,glial cell,transcription,neurons,neurons",10588877
Sulfatase 2 promotes generation of a spinal cord astrocyte subtype that stands out through the expression of Olig2.,"expression,spinal cord,astrocyte,Olig2,Sulfatase 2,Sulfatase,cord,cell,embryonic,cells,spinal cord,Sulf2,Olig2-expressing pMN-derived cell subtype,cells,parenchyma,oligodendrocyte,glial cell,expression,pMN,Olig2 progenitors,sulf2 deletion,Sulf2,development,expression,APs,spinal cord,cells,Sulf2,expressed,heparan sulfate,Olig2,mouse,pMN,pMN domain,cord,APs,PDGFRα,expression,transcription,cord,fgfr3,spinal cord,Sox10,pMN,APs,gliogenesis,Olig2,embryonic,cell,pMN,pMN domain,cord,astrocyte,cord,astrocyte precursors,pMN,transcription factor Olig2,APs,aldh1L1,gliogenesis,astrocytes,AP identity genes,Olig2,spinal cord,cells,confusion,astrocytes,Olig1",30980466
Up a notch: instructing gliogenesis.,"notch,gliogenesis,nothingggggggg",10985340
